ophio_kim_ID,PFAM annotation,GO annotation (terminal nodes only),SignalP/SmallSecretedProteins,Transcription factors,Transmembrane domains,MEROPS proteases,Secondary metabolism,Description Blastp result,# aminoacids,# blastp hits,e-value ,sim mean %,LD BH.Q,LD ADJ.P,LD PER,LD LAG,LD AMP,ZT4,ZT8,ZT12,ZT16,ZT20,ZT24,ZT28,ZT32,ZT36,ZT40,ZT44,ZT48,DD BH.Q,DD ADJ.P,DD PER,DD LAG,LD AMP,CT4,CT8,CT12,CT16,CT20,CT24,CT28,CT32,CT36,CT40,CT44,CT48,Clustered_Activity
Ophio5|573,,,,,,,,hypothetical protein XA68_4632,151,13,1.27E-45,65,1,0.004320437,24,18,3.290214332,3.544730145,2.153032151,3.945313091,4.785499423,7.723280697,8.063111951,4.03257476,2.78751768,3.756461463,7.460422596,13.03414501,10.28781389,1,1,28,16,1.413914142,3.166282928,1.708687793,4.379617558,3.533128195,6.968281907,5.340995637,3.147872729,2.955409884,4.151594412,2.711560212,1.258612213,1.425738297,day-active
Ophio5|6451,PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr,GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation,,,,,,MAP kinase kinase PBS2,640,20,0,76.85,1,0.004320437,28,16,10.62975033,19.08771745,13.99974728,20.65226762,43.47299691,27.99129579,35.89034302,20.4396808,16.29515185,20.114111,21.18480688,25.8150383,27.95822741,1,1,28,16,8.504931306,18.19632028,12.69564805,17.07476116,28.34105177,25.64952328,33.23810047,16.67856904,13.62466467,13.39729063,13.98992272,20.6999213,12.50912977,day-active
Ophio5|6920,PF11951.3|Fungal_trans_2,,,,,,,C6 transcription factor,643,20,0,76.5,1,0.004320437,24,6,0.843512433,1.673288764,2.861794288,1.792544426,0.941247299,1.260266952,0.435648195,1.278964899,3.232406405,2.230845878,1.166559869,0.664218852,0.873445927,1,0.039672068,24,4,1.826627479,2.198004225,5.478060141,0.45604348,0.143776902,0.14951706,0.245972228,4.109586951,4.000655324,1.725439859,2.909070809,0.106094197,0.67301932,night-active
Ophio5|6961,,,,,,,,transcription factor bZIP,424,20,5.37E-130,69.45,1,0.004320437,24,16,16.28134472,9.983628197,3.52590677,20.21299935,42.17673777,34.37415179,32.6593178,9.284410359,6.848595867,13.99827188,11.03967005,44.49731644,24.19408223,1,0.11836677,28,18,15.29733234,10.05848107,4.37960134,25.75275742,26.10014246,46.16207287,146.1063456,10.87127105,7.896364346,11.07148472,7.875801554,70.70396891,30.63108873,day-active
Ophio5|6997,PF04615.8|Utp14,GO:0006364|rRNA processing;GO:0032040|small-subunit processome,,,,,,small nucleolar ribonucleo complex subunit Utp14,897,20,0,74.75,1,0.004320437,24,16,18.92530117,28.69994578,17.72295508,34.50874855,56.6626681,62.52355566,57.63414714,29.94792993,24.30946473,35.70945865,32.20111134,74.25952752,43.27109479,1,0.461567736,24,16,41.20294085,24.65328534,21.90849805,93.16599259,40.70762801,152.3145937,131.4611992,19.0984383,23.52634814,25.43540025,20.9597364,101.8630945,40.92227274,day-active
Ophio5|7251,PF01485.16|IBR,GO:0008270|zinc ion binding,,,,,,IBR finger domain-containing,351,20,0,62,1,0.004320437,24,16,0.183512318,0,0.048932549,0.042591448,0.246007817,0.98816386,0.167797511,0.108833694,0.052334818,0.104652152,0.604039898,0.7035476,0.191761083,1,0.984211769,28,26,0.08845938,0.080426973,0.245947485,0.055623485,0,0.136774128,0.618773885,0.127435189,0.075070572,0,0,0,0,day-active
Ophio5|7767,,,,,,,,hypothetical protein XA68_1615,127,1,9.10E-76,100,1,0.004320437,28,14,8.553590441,1.052341762,1.076516076,2.108276683,48.1683305,9.284622937,16.15051038,1.197170632,0.719603749,1.726760511,3.765182029,15.6539341,4.218743825,1,0.461567736,28,16,9.522168982,1.105870876,1.35271117,4.283008348,8.969881494,20.68708691,42.07662417,1.051340306,0.103222036,1.286091747,0.780600667,17.82846675,1.572131068,day-active
Ophio5|7799,PF13847.1|Methyltransf_31;PF02353.15|CMAS;PF08241.7|Methyltransf_11;PF13489.1|Methyltransf_23;PF08498.5|Sterol_MT_C;PF12847.2|Methyltransf_18;PF08242.7|Methyltransf_12;PF01209.13|Ubie_methyltran;PF13659.1|Methyltransf_26;PF13649.1|Methyltransf_25;PF01135.14|PCMT;PF01596.12|Methyltransf_3;PF09445.5|Methyltransf_15,GO:0009452|7-methylguanosine RNA capping;GO:0008168|methyltransferase activity;GO:0008610|lipid biosynthetic process;GO:0004719|protein-L-isoaspartate (D-aspartate) O-methyltransferase activity;GO:0006464|cellular protein modification process;GO:0008171|O-methyltransferase activity;GO:0008152|metabolic process;GO:0001510|RNA methylation;GO:0006694|steroid biosynthetic process,,,,,,sterol 24-C-methyltransferase,346,20,0,66.9,1,0.004320437,28,0,2.153881479,4.916993592,2.084780412,1.209744417,0.199642078,0.710035127,1.106399723,46.31359816,7.167004484,1.220841245,0.980389828,0.778565644,0.518731229,1,0.000359531,28,4,1.086164313,3.100262789,5.55118359,1.297774452,1.120714021,1.040587028,0.285313607,1.292714305,3.464928761,2.648780697,2.483524889,0.590703138,0.0892187,night-active
Ophio5|7806,PF03169.10|OPT,GO:0055085|transmembrane transport,,,15,,,OPT family small oligopeptide transporter,877,20,0,75.45,1,0.004320437,24,20,0.180015971,0.409110844,0.333499285,0.324432352,0.552312766,0.577741968,0.941806528,0.436326426,0.314724191,0.398584051,0.371321717,0.666687475,0.743165199,1,1,28,0,0.137030699,0.451416995,0.764173964,0.33450114,0.738207603,0.493508472,0.180416987,0.613082274,0.466497768,0.28124102,0.440977142,0.17120075,0.282085547,day-active
Ophio5|8422,PF02925.11|gpD,GO:0046797|viral procapsid maturation,,,,,,external scaffolding D,152,20,3.24E-96,99.35,1,0.004320437,20,18,23.97639598,100.8047115,63.04303293,63.00639219,87.72670899,102.3987491,93.32612386,66.97895823,52.97788645,93.41811985,105.9867618,117.5706211,55.95580045,1,1,20,2,15.0715222,332.1371142,164.6594302,154.2042968,157.3464348,176.3724734,171.3477905,156.560376,145.7684057,135.748525,131.589885,162.9967451,133.244629,day-active
Ophio5|8424,PF02305.12|Phage_F;PF02305.12|Phage_F,GO:0005198|structural molecule activity;GO:0019028|viral capsid,,,,,,capsid F,427,20,0,99.15,1,0.004320437,20,18,21.15485368,89.48511131,52.35691269,51.77209449,70.44928144,90.6155495,78.45396125,59.56763032,43.77342879,79.87208744,97.33585472,105.2559811,46.07761947,1,1,24,22,8.232870947,281.9123243,128.4443503,142.9118086,133.2204528,145.8395687,138.7441406,134.5366236,124.2523204,122.6635044,117.0171467,139.1077368,114.6129888,day-active
Ophio5|2508,,,,,,,,hypothetical protein XA68_2185,172,4,6.97E-117,67,1,0.00665017,24,4,0.367510826,0.519074164,1.393870526,0.519960338,0,0.083774971,0,0.553604917,1.277816599,0.319400788,0.245805831,0,0.455201646,1,1,28,0,0.330932334,0,2.627230942,0,0,0.417437802,0,0.518580189,0.305489495,0.555076207,1.227302783,0.236964149,0.089476557,night-active
Ophio5|1380,PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr,GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation,,,,,,wee wee-unclassified kinase,1164,20,0,71.5,1,0.008979903,28,14,9.216722139,17.74799222,12.81839571,28.59454559,56.90724611,28.04066924,28.17615467,24.81071909,18.67486,27.41473168,28.70245504,31.88610582,34.34866217,1,0.11836677,24,18,10.52765898,26.00172964,17.40759301,25.98270864,34.39824747,31.69684658,69.03923145,14.3876698,13.21242066,16.14403923,20.84103275,33.56998893,29.17842045,day-active
Ophio5|1652,PF00742.14|Homoserine_dh;PF03447.11|NAD_binding_3,GO:0055114|oxidation-reduction process;GO:0016491|oxidoreductase activity;GO:0006520|cellular amino acid metabolic process;GO:0050661|NADP binding,,,,,,Homoserine dehydrogenase,365,20,0,92.15,1,0.008979903,24,18,50.19955451,53.73268537,42.68415653,88.23272325,111.2482299,127.0717527,218.9913389,52.80634612,49.32628101,51.53232097,82.57016353,148.5523457,100.419935,1,0.11836677,24,18,28.32180778,58.09024892,40.98049577,73.39625234,78.1722089,102.0768489,258.1132419,38.60659484,36.35220657,37.6316536,46.13648533,108.5727432,46.39603953,day-active
Ophio5|1697,PF03403.8|PAF-AH_p_II;PF03403.8|PAF-AH_p_II;PF12695.2|Abhydrolase_5;PF12740.2|Chlorophyllase2;PF12697.2|Abhydrolase_6,GO:0016042|lipid catabolic process;GO:0003847|1-alkyl-2-acetylglycerophosphocholine esterase activity;GO:0015996|chlorophyll catabolic process;GO:0047746|chlorophyllase activity,,,1,,,PAF acetylhydrolase family,436,20,0,62.65,1,0.008979903,24,6,3.490602415,8.938884714,17.85489363,10.80672716,8.520765018,6.46715936,5.845650571,30.28814303,13.36322275,10.36846586,7.946971896,5.770056289,9.447926674,1,1,28,0,3.005562653,9.65270908,24.02068347,5.466121147,7.246355878,6.555142664,3.262368491,7.972329845,7.195780587,4.771586772,12.37528929,2.626668967,3.43594074,night-active
Ophio5|1789,PF01546.23|Peptidase_M20;PF07687.9|M20_dimer,GO:0016787|hydrolase activity;GO:0008152|metabolic process,SignalP: has predicted secretion signal,,,M20A,,acetylornithine deacetylase,395,20,0,72.65,1,0.008979903,20,12,4.858638167,36.90636967,34.27453203,42.97003879,68.13869837,40.99050087,38.22054405,42.56606691,43.26344963,57.4889156,40.4483013,33.25861382,46.87493139,1,0.683105342,28,0,9.384118298,44.32419833,36.72815782,26.15539874,62.52320135,28.5098072,26.25101329,42.28960332,34.2655455,31.03941294,30.84555363,21.80868031,23.18007704,--
Ophio5|2651,PF02535.17|Zip,GO:0030001|metal ion transport;GO:0046873|metal ion transmembrane transporter activity;GO:0016020|membrane;GO:0055085|transmembrane transport,,,7,,,ZIP Zinc transporter,335,20,0,81.2,1,0.008979903,24,8,1.207232696,2.204906549,3.947225611,4.01576511,3.505025654,2.415511658,1.18656811,1.995284386,3.125136281,4.878783666,3.037457771,1.742117867,2.310264476,1,1,20,6,0.773353475,2.948989002,3.800474239,5.594133352,3.417097712,3.295605188,0.353585077,2.803574149,1.651552582,1.42899083,1.709887176,2.399497094,3.317023793,night-active
Ophio5|2764,PF00004.24|AAA;PF07728.9|AAA_5,GO:0016887|ATPase activity;GO:0005524|ATP binding,,,,,,,1043,,,,1,0.008979903,24,16,6.413853962,36.64245951,27.75019217,39.41911959,36.81106389,44.81190594,42.88415762,34.43814982,34.86742088,40.29548922,43.43409443,55.91720848,54.45035133,1,1,28,12,19.1121096,39.8893133,32.71384254,48.59233554,60.07858336,84.11451682,21.83015299,32.78355671,34.11943113,30.6559596,37.50472171,28.79583498,18.77105035,day-active
Ophio5|2839,,,,,,,,---NA---,119,,,,1,0.008979903,24,2,2.980284748,26.56578314,19.95143127,18.86517209,8.51515056,14.37229437,10.70548117,21.07020312,19.03591784,18.41877878,15.59228323,16.8851424,19.87497091,1,0.683105342,28,2,1.866211851,20.05312521,17.13434148,9.952895588,17.43822123,16.64997056,3.960152863,19.3135108,20.47925202,14.06126977,19.46297663,8.88220619,7.481731444,night-active
Ophio5|3392,PF07993.7|NAD_binding_4;PF00501.23|AMP-binding;PF01370.16|Epimerase;PF00550.20|PP-binding,GO:0003824|catalytic activity;GO:0050662|coenzyme binding;GO:0044237|cellular metabolic process;GO:0008152|metabolic process,,,,,Part of secondary metabolism cluster 11;Secondary metabolism. Type: NRPS-like,Linear gramicidin synthase subunit D,1129,20,0,67.2,1,0.008979903,28,26,0.040599269,0.079468876,0.091456233,0.039802274,0,0.051302903,0.091471917,0.203413063,0.179327802,0.130398434,0.050176294,0.019923472,0.049778688,1,0.021438584,24,6,0.083583549,0.075160074,0.268148055,0.051980885,0.114716155,0.042605746,0,0.145554292,0.163693707,0.169961387,0.044211011,0.012092861,0.013698623,night-active
Ophio5|3448,,,,,,,,---NA---,166,,,,1,0.008979903,24,0,0.790739144,4.032926512,1.753367501,2.78298133,0.725944024,2.0828364,3.536809802,3.670367446,2.978383899,2.426425948,2.037097428,2.696230323,3.637719226,1,1,28,0,1.242700966,4.407590747,2.332819263,1.758634736,3.992004436,2.306323027,0.711404706,4.476765108,4.272279734,2.875095323,2.617583075,1.145563212,1.853825673,--
Ophio5|3696,PF13489.1|Methyltransf_23;PF12847.2|Methyltransf_18;PF13847.1|Methyltransf_31,,,,,,,S-adenosyl-L-methionine-dependent methyltransferase,251,20,2.42E-162,84.9,1,0.008979903,28,18,5.214049613,6.414273596,4.716165665,10.64921414,11.88959683,18.63394708,18.22334233,8.437202548,5.555797832,9.063208608,8.38113348,15.2770336,12.63391008,1,0.3029569,28,18,6.203219097,8.5380253,5.067298985,11.96522967,12.93353113,28.46638684,23.25804062,6.11149497,7.287803458,7.076906968,6.938672596,21.31078775,7.371163984,day-active
Ophio5|3789,,,,,2,,,hypothetical protein XA68_3232,357,20,0,60.55,1,0.008979903,20,6,0.791310869,2.445665771,2.982971919,2.931433749,1.644816508,1.335953375,1.402374724,4.173376951,2.830173403,2.366658727,2.534042982,2.641251325,3.048179896,1,1,28,0,1.097409486,2.609608145,3.808751003,0.875059966,1.39664401,2.420672841,0.497784578,2.338922195,2.398903192,1.609410901,2.267666742,0.725233853,0.778296085,night-active
Ophio5|392,PF04082.13|Fungal_trans,"GO:0003677|DNA binding;GO:0005634|nucleus;GO:0008270|zinc ion binding;GO:0006351|transcription, DNA-templated",,Zn2Cys6,1,,,fungal specific transcription factor domain,648,20,0,68.55,1,0.008979903,28,4,15.14676755,55.90004847,82.64458699,44.12185271,34.21093108,34.74763766,28.89530011,55.693337,79.02380126,77.30778646,47.50415467,22.23600673,27.63093028,1,0.11836677,24,4,28.13779105,60.24116578,100.713411,11.55460055,21.65718791,9.050274527,13.39373734,91.00456405,70.0115788,42.61343132,53.65336604,8.843253763,43.17071541,night-active
Ophio5|4015,PF01812.15|5-FTHF_cyc-lig,GO:0030272|5-formyltetrahydrofolate cyclo-ligase activity;GO:0009396|folic acid-containing compound biosynthetic process;GO:0005524|ATP binding,,,,,,5-formyltetrahydrofolate cyclo-ligase,305,20,3.59E-171,76.4,1,0.008979903,28,16,38.25455539,40.35123095,33.8856302,56.78414351,128.9299633,80.32760338,101.2400247,47.63643664,34.43562619,47.07021245,58.45948138,71.14567625,63.19843691,1,0.461567736,24,18,8.544240406,40.61509558,28.7163783,46.64520015,52.04535921,44.44712197,56.74924936,34.15596218,27.54746529,31.96456351,38.65248793,55.99942968,31.06006157,day-active
Ophio5|4291,PF04768.8|DUF619;PF00696.23|AA_kinase;PF01118.19|Semialdhyde_dh,"GO:0051287|NAD binding;GO:0055114|oxidation-reduction process;GO:0016620|oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",,,,,,N-acetyl-gamma-glutamyl-phosphate reductase,886,20,0,85.3,1,0.008979903,28,14,20.04533243,28.52435423,37.10885629,50.68948934,115.9412929,55.60306318,71.31715791,44.65837865,36.82294322,38.64413452,47.89389446,58.30164914,53.97962786,1,0.11836677,28,14,14.99218353,40.75788723,44.77519723,47.5690539,65.13823096,64.80780705,55.83056544,25.28589988,28.85282843,26.23027858,38.01798063,80.5106401,46.24636705,day-active
